PILPROJ;Deb;PILPROJ_DEB_FR_1;Conversations;Quelle icône permet d'ajouter des participants à une conversation de groupe? ;Which icon can add participants to a group conversation? (To add a participant to a group conversation, which icon should I use?);Icône Activer la vidéo//Icône Ajouter des participants//Icône Détacher la fenêtre;Activate video icon//Add participants icon//Pop out chat icon;"Si je dois ajouter des nouvelles personnes à une conversation de groupe, j'utilise la fonctionnalité ""Ajouter des participants"" au lieu de créer une nouvelle conversation. ";"When I have to add new people to a group conversation, I use the ""Add Participants"" feature instead of creating a new conversation.";B;QCMUniqueImage
PILPROJ;Avance;PILPROJ_AVA_FR_10;Appels;Megan coordonne un projet avec moi. Elle participe à un événement externe cet après-midi et elle souhaite me transférer tous ses appels. Quelle est l'astuce pour reconnaître ces appels transférés? ;Megan coordinates a project with me. She is participating in an external event this afternoon and wants to transfer all her calls to me. How can I recognize the forwarded calls?;"Il n'y a pas d'astuce. //Je peux attribuer une sonnerie spécifique pour les ""Appels transférés"".//Je peux attribuer une sonnerie spécifique pour les ""Appels délégués"".";"There is no tip.//I can assign a specific ringtone for ""Transferred calls"".//I can assign a specific ringtone for ""delegated calls"".";"Si je travaille en binôme avec un.e collègue, lorsque l'un.e de nous n'est pas disponible pour répondre, on se transfère les appels pour que nos interlocuteurs aient toujours un point de contact principal sur le projet. Je peux accéder à cette fonctionnalité depuis les ""Paramètres"" et en sélectionnant ensuite la section ""Appels"".";"If I work with a peer, when one of us is not available to answer a call, we can transfer calls to one another. I can access this feature from the ""Settings"" and in the ""Calls"" section.";B;QCMUnique
PILPROJ;Avance;PILPROJ_AVA_FR_11;Calendrier;"Je souhaite planifier une réunion projet avec des interlocuteurs externes. Je veux créer une ""Salle d'attente"" pour valider manuellement leur entrée dans la réunion. Quel est le bon parcours? ";"I want to plan a project meeting with external stakeholders. I want to create a ""lobby"" to manually approve their entry into the meeting. What is the right way to achieve this?";"Je crée une nouvelle réunion Teams.//Je commence par ouvrir mon calendrier Outlook.//Je clique sur ""Options de réunion"" en bas de mon invitation.//Enfin, je sélectionne ""Qui peut éviter la salle d'attente?"". ";"I create a new Teams meeting.//I start by openning my Outlook.//I click on ""Meeting Options"" below my invitation.//Finally, I select ""Who can bypass the lobby"".";"Quand je planifie une réunion avec l'externe, j'active l'option ""Salle d'attente"" pour valider l'accès à la réunion. ";"When I plan a meeting with guests, I enable the ""Lobby"" option to approve access to the meeting.";B//A//C//D;BonParcours
PILPROJ;Avance;PILPROJ_AVA_FR_12;Calendrier;J'ai deux réunions planifiées simultanément dans mon agenda. Comment décider à laquelle je vais assister? ;I have two meetings scheduled simultaneously in my calendar. How do I decide which call I should attend ?;Je vérifie si ma présence est obligatoire ou facultative à ces réunions.//Trop difficile de décider, je préfère n'assister à aucune des deux réunions.//Je prends connaissance des deux ordres du jour.//Je demande à un des organisateurs d'enregistrer la réunion. ;I check if my presence is required or optional at these meetings.//Too hard to decide, I prefer not to attend either of the two meetings.//I check both the meeting agendas.//I ask one of the organizers to record the meeting.;"Lorsque je crée une réunion, je précise toujours si la présence des participants est obligatoire ou facultative et j'inclus toujours un ordre du jour clair et détaillé. 
Il m'arrive d'avoir 2 à 3 réunions simultanées et comme je ne peux me dédoubler, ces deux éléments permettent de prioriser une réunion par rapport à une autre. ";"When I schedule a meeting, I always specify whether the presence of participants is mandatory or optional and always include a detailed agenda.
This helps me prioritize should I happen to have 2 to 3 meetings at the same time.";A//C//D;QCMMultiple
PILPROJ;Avance;PILPROJ_AVA_FR_13;Équipe/Discussions;Je souhaite archiver une équipe qui est liée à un projet terminé. Quel est le bon parcours? ;I want to archive a team that is linked to a completed project. What's the correct way to do this ? ;"Je commence par sélectionner l'onglet ""Equipes"" dans le bandeau gauche.//Enfin, je sélectionne l'option ""Archiver l'équipe"" et je définis l'accès au Sharepoint associé.//En bas de la liste de mes équipes, je clique sur l'icône ""Gérer les équipes"".//Dans ma liste d'équipes actives, je clique sur les ""…""  à côté de l'équipe à archiver.";"I begin by selecting the ""Teams"" tab in the top left menu.//Then, I select the ""Archive Team"" option and I define access to the associated Sharepoint.//At the bottom of the list of my Teams, I click on the ""Manage teams"" option.//In my active teams list, I click on the ""..."" next to the team to archive.";Lorsqu'une des équipes n'est plus active, je l'archive pour m'en servir de référence et pour pouvoir la réactiver à l'avenir. Pour que les membres de cette équipe puisse continuer à accéder aux fichiers, je cocher la fonction Autoriser l'accès du site SharePoint en lecture seule pour les membres de l'équipe. ;When one of the teams is no longer active, I archive it to use as a reference enabling me to reactivate it if needed in the future. In order for members of this team to continue to access the files, I check the <SharePoint site access feature in read only mode> for team members. ;A//C//D//B;BonParcours
PILPROJ;Avance;PILPROJ_AVA_FR_14;Équipe/Discussions;"Je fais partie d'un canal privé nommé ""Prévision des ventes"" avec trois de mes collègues. Je souhaite leur partager la nouvelle procédure interne que je viens de recevoir par email, concernant les déplacements professionnels:";"I am part of a private channel called ""Sales Forecast"" with three of my colleagues. I would like to share with them the new internal procedure that I have just received by email, concerning business travel:";"Je poste une nouvelle publication dans le canal privé ""Prévision des ventes"".//Je crée un nouveau canal privé avec les mêmes personnes.//Je lance une conversation de groupe.//Je leur transfère la procédure interne par email. ";"I post a new publication in the private channel ""Sales Forecast"".//I create a new private channel with the same people.//I initiate a group conversation.//I transfer the internal procedure to them by email.";Pour ne pas polluer la communication de mes équipes, je choisis toujours le bon outil pour adresser mon message. ;In order not to pollute the communication of my teams, I always choose the right tool to communicate my message.;D;QCMUnique
COMM;Deb;COMM_DEB_FR_1;Conversations;Comment créer une conversation de groupe ?;How to create a group chat?;"J'écris à mon collègue pour lui demander comment faire.//Je clique sur l'icône ""NouveIle conversation"" et je tape les noms des personnes à ajouter. Je rédige ensuite mon message.//Je clique sur l'icône ""Calendrier"". ";"I write to my colleague to ask him how to do.//I click on the ""New chat"" icon and I type the names of people to add. I then write my message.//I click on the ""Calendar"" icon.";"Je peux donner un nom à la conversation de groupe en cliquant sur la flèche pointant vers le bas tout à droite du champ.  
Je préfère créer des conversations de groupe plutôt que des chaînes d'emails interminables !";"I can give a name to the group chat by clicking on the arrow pointing down at the far right of the field.
I prefer to create group conversations instead of endless emails threads!";B;QCMUnique
COMM;Deb;COMM_DEB_FR_2;Conversations;QueIle icône permet d'ouvrir une conversation dans une nouveIle fenêtre? ;Which icon opens a conversation in a new window?;"Icône ""…""//Icône ""Filtre""//Icône ""Séparer la conversation""";"""..."" icon//""Filter"" icon//""Pop out chat"" icon";Il est confortable d'ouvrir certaines conversations dans des fenêtres séparées ! ;It is comfortable to open some conversations in separate windows!;C;QCMUniqueImage
COMM;Deb;COMM_DEB_FR_3;Fichiers;Dans une conversation de groupe, sur quelle icône dois-je cliquer pour ajouter un fichier? ;In a group chat, which icon should I click on to add a file?;Icône Format//Icône Joindre//Icône Emoji;Format icon//Attach icon//Emoji Icon;Dans une conversation de groupe, je préfère partager des fichiers stockés sur OneDrive pour que tout le monde dispose des versions synchronisées. ;In a group conversation, I prefer to share files stored on OneDrive, so that everyone has access to the synchronized versions.;B;QCMUniqueImage
COMM;Deb;COMM_DEB_FR_4;Fichiers;Je travaille simultanément avec deux de mes collègues sur un fichier Excel partagé sur Teams. Quelle icône me permet d'échanger directement avec les personnes connectées au document? ;I work simultaneously with two of my colleagues on a shared Excel file on Teams. Which icon allows me to discuss directly with other people connected to the document?;"Icône ""Commentaires""//""Icône Conversation//Icône ""…""";"""Comments"" icon//""Conversation"" Icon//""..."" icon";"Si j'ai des informations supplémentaires à apporter à un document, j'ouvre un fil de conversation rattaché au document. Pour cela, j'ouvre le fichier sur Teams, je clique sur ""Conversations"" et je compose mon message en n'oubliant pas de mentionner (@) la personne concernée. De cette manière, mes commentaires restent affiliés au document et je ne risque pas de créer de la confusion.";"If I have additional details to add to a document, I open a conversation thread attached to the document. For this, I open the file in Teams, I click on ""Conversations"" and I write my message, not forgetting to mention (@) the person concerned. In this way, my comments remain linked to the document and there's no risk to create confusion.";B;QCMUniqueImage
COMM;Deb;COMM_DEB_FR_5;Applications;Dans une conversation, sur quelle icône dois-je cliquer pour épingler un fichier ou une application? ;In a chat, which icon should I click on to pin a file or an application?;"Icône Fichiers//Icône Activité// Icône ""+""";"""Files"" icon//""Activity"" icon// ""+"" icon";Je peux épingler un fichier (Word, Powerpoint, Excel) ou une application tierce à ma conversation pour le retrouver rapidement en un clic. ;I can pin a file (Word, Powerpoint, Excel) or a third-party application to my conversation to quickly find it in one click.;C;QCMUniqueImage
COMM;Deb;COMM_DEB_FR_6;Applications;Je travaille en binôme avec Alex. Je veux mettre en place des notes partagées à épingler à notre conversation. Quelle application dois-je utiliser? ;I work in tandem with Alex. I want to add shared notes pinned to our conversation. Which application should I use?;Word//OneNote//Yammer//Excel;Word//OneNote//Yammer//Excel;Quand je travaille en équipe sur un projet, j'utilise les notes partagées pour que tout le monde retrouve les informations au même endroit. ;When I work as a team on a project, I use shared notes so that everyone finds the information in one single place.;B;QCMUnique
