9075;THEMATIQUE          ;7;en;Files;;
9181;QUESTION            ;97;fr;Julie est en déplacement professionnel, et elle souhaite joindre la réunion hebdomadaire par téléphone. Où peut-elle trouver le numéro de téléphone associé? ;Quand je crée une réunion Teams depuis Outlook, je vérifie toujours que les éléments de connexion à la réunion sont ajoutés automatiquement en bas de l'invitation. Ces informations de connexion sont disponibles aussi bien sur Teams que sur Outlook ! ;
9182;QUESTION            ;208;fr;Lors d'une présentation, je dois lancer une vidéo. Quel est le bon parcours pour que les participants entendent le son de ma vidéo à travers le partage d'écran ?;Je peux également coller le lien de la vidéo dans le chat de la réunion, pour consultation ultérieure par les participants.;
9183;QUESTION            ;258;fr;Je viens de voir dans mon agenda que j'ai une réunion Teams à 15h. Le créneau ne me convient pas car j'ai un rendez-vous à l'extérieur à la même heure. Par contre, je suis disponible une heure avant. Comment faire? ;Quand je reçois une invitation à une réunion, je réponds toujours à l'organisateur en lui disant si j'accepte, je refuse ou si je suis disponible provisoirement pour sa réunion. Si le créneau ne me convient pas, j'utilise l'Assistant de planification et je propose un nouveau créneau sur lequel les autres participants sont également disponibles.;
9184;QUESTION            ;313;fr;J'ai accepté une réunion programmée pour cet après-midi mais finalement je ne peux pas y assister car j'ai un rendez-vous chez un client. Comment en informer l'organisateur.rice de la réunion?;Quand mon agenda est chargé et que je ne peux finalement pas assister une réunion, je modifie ma réponse et j'ajoute une note expliquant le motif de refus. Comme cela j'évite de déranger l'organisateur.rice dans son travail et il.elle a une vue à jour des réponses des participants de sa réunion. ;
9185;QUESTION            ;132;fr;Un responsable a partagé un lien important dans le fil de conversation de la réunion d'hier. Il serait pertinent de partager ce lien à un autre collègue. Comment retrouver ce lien et lui partager? ;Si on me partage une information importante que je souhaite traiter plus tard, j'enregistre le message pour le retrouver facilement plus tard. ;
9186;QUESTION            ;43;fr;Quel est le bon parcours dans l'application mobile Teams, pour retrouver rapidement les publications où on me mentionne? ;Si je ne me suis pas connecté.e depuis un moment sur Teams, je repère rapidement les publications qui me concernent directement en filtrant mes notifications. ;
9187;QUESTION            ;187;fr;Que fait Alex dans cette vidéo? ;Je transforme rapidement mes conversations en appel visio pour faire un point rapide avec mes interlocuteurs. ;
9188;QUESTION            ;382;fr;Je souhaite prendre la parole lors d'une réunion avec une dizaine de participants. Sur quelle icône dois-je cliquer pour Lever la main? ;Dans la mesure du possible, je privilégie le chat ou la fonction Lever la main pour interagir avec les autres participants pendant une réunion. ;
9189;QUESTION            ;167;fr;Comment créer une conversation de groupe ?;"Je peux donner un nom à la conversation de groupe en cliquant sur la flèche pointant vers le bas tout à droite du champ.  
Je préfère créer des conversations de groupe plutôt que des chaînes d''emails interminables !";
9190;QUESTION            ;22;fr;Je suis en ligne avec mon responsable, en cours d'appel nous souhaitons ajouter Alex à la conversation. Comment faire? ;Si j'ai besoin d'un avis d'une personne supplémentaire en cours d'appel, je vérifie que la personne est disponible via son statut et j'utilise la fonctionnalité Ajouter des participants pour l'inviter à rejoindre l'appel. ;
9191;QUESTION            ;360;fr;Lors d'un appel Teams, où dois-je cliquer pour partager mon écran à mes interlocuteurs ?;Quel mode de partage choisir ? Si je dois montrer plusieurs documents à la fois, je choisis le partage de mon bureau. Si j'ai seulement besoin de montrer un seul document, je choisis le partage d'une fenêtre (les participants ne me verront pas changer de fenêtre ou de bureau).;
9192;QUESTION            ;307;fr;J'ai une réunion avec des filiales étrangères, quelle icône me permet d'activer le sous-titrage lors d'une réunion Teams? ;Grâce au sous-titrage instantané, nous nous comprenons plus facilement entre membres de filiales étrangères. Et c'est également très pratique pour les réunions inclusives !;
9193;QUESTION            ;77;fr;Dans l'application Teams sur mon PC, dans l'onglet Equipes, j'ai épinglé 3 canaux clés que je consulte très régulièrement. Vais-je retrouver ces 3 canaux dans l'application Teams sur mobile? ;;
9194;QUESTION            ;85;fr;Pour être efficace, je conseille aux membres de mon équipe de respecter le cycle de vie des réunions idéales qui est: ;Je partage les bonnes pratiques de réunion aux membres de mon équipe pour que chacun puisse organiser des réunions efficaces. ;
9195;QUESTION            ;98;fr;Je suis dans un environnement bruyant (gare, aéroport, usine) mais je veux tout de même suivre la réunion de 17h sur Teams. Que dois-je éviter ?  ;Je peux tout à fait suivre une réunion Teams même dans un environnement bruyant.;
9196;QUESTION            ;139;fr;Ma collègue semble indisponible et ne répond pas à mon message. Je souhaite la relancer, que puis-je faire ?;Quand un.e de mes collègues n'est pas disponible tout de suite, si le sujet n'est pas urgent, j'attends patiemment qu'il.elle me réponde et je ne lui envoie pas d'e-mail – je risque de le.la noyer sous les notifications. Je pourrai le.la relancer lorsqu'il.elle sera de nouveau disponible (pastille verte).;
9197;QUESTION            ;290;fr;Je suis dans la rue avec mon téléphone et je vois une publicité intéressante que je veux partager à Alex, notre graphiste. Quel est le bon parcours ? ;;
9198;QUESTION            ;266;fr;Dans les conversations et les publications, je peux utiliser des autocollants à la place des GIFs, je peux les personnaliser via : ;La personnalisation est toujours très appréciée de mes collègues ! Pour personnaliser un autocollant, je clique sur le bouton Autocollant, j'en sélectionne un parmi ceux qui sont illustrés avec un petit crayon, et j'ajoute mon message. ;
9199;QUESTION            ;326;fr;Je suis manager d'une équipe de commerciaux et j'ai demandé à mes collègues de compléter le fichier Excel des congés d'été dans notre équipe Teams. Alex a indiqué qu'il prendrait les mois de juillet et août. Quelle est la bonne pratique pour l'interpeller sur ce qui semble être une erreur ?;Si j'ai des questions sur une zone spécifique d'un fichier Word, Powerpoint ou Excel, j'utilise la fonctionnalité Commentaires. Cela permettra à la personne concernée d'apporter rapidement la réponse à ma question. ;
9200;QUESTION            ;210;fr;A la différence d'un Membre, que peut faire en plus un Propriétaire de l'équipe? ;A tout moment, je peux changer le statut d'un Membre en Propriétaire pour m'aider à gérer l'équipe. ;
9201;QUESTION            ;248;fr;On me demande de rajouter un ordre du jour à ma réunion. Dans quelle zone dois-je le renseigner? ;Quand je crée une réunion Teams, j'ajoute toujours un ordre du jour pour informer les participants des sujets à discuter. ;
9202;QUESTION            ;65;fr;J'ai réorganisé mon équipe Teams en supprimant des canaux. Un membre de mon équipe me demande où il peut accéder aux fichiers des canaux supprimés. Je lui dis: ;Lorsqu'une de mes équipes n'est plus active, je l'archive pour m'en servir de référence et pour pouvoir la réactiver si besoin. Pour que les membres de cette équipe puissent continuer à accéder aux fichiers, je coche la fonction Autoriser l'accès du site SharePoint en lecture seule pour les membres de l'équipe. ;
9203;QUESTION            ;79;fr;Depuis l'application mobile Teams,  quel bouton me permet de créer une nouvelle publication dans un canal? ;Je continue à interagir avec mes collègues, d'où je veux et quand je veux, grâce à l'application Teams sur mobile.;
9204;QUESTION            ;138;fr;Que fait Alex dans la vidéo? ;Dans mes équipes, je crée différents canaux  pour organiser les conversations par sujets, projets et disciplines spécifiques. Par analogie, l'équipe correspond à une maison et les canaux correspondent à plusieurs pièces de la maison. ;
9205;QUESTION            ;337;fr;Je me promène dans la rue et viens de voir une nouvelle publicité d'un concurrent. J'aimerais prendre une photo avec mon téléphone et l'envoyer rapidement à mon responsable. Comment faire? ;Grâce à la fonctionnalité Caméra intégrée dans Teams, je peux être réactif.ve et partager des informations rapidement à mes collègues. Je peux prendre une photo d'un problème technique sur un chantier, un mauvais affichage en magasin, une photo d'un document, d'une carte de visite ou simplement leur partager le menu du midi. Pour cela, j'ouvre l'application, j'appuie sur Plus et je sélectionne Caméra. Je la partage ensuite dans une conversation ou dans un canal !;
9206;QUESTION            ;62;fr;En ce moment je travaille tous les jours avec Megan du département Marketing. Quel est le bon parcours pour ajouter Megan à la liste de Numérotation rapide? ;Ajouter un contact à la liste de Numérotation rapide me permet de le joindre plus rapidement et notamment depuis un téléphone portable. Ils sont accessibles depuis l'onglet  Appels et sont épinglés au-dessus de mes groupes de contacts. ;
9207;QUESTION            ;300;fr;Avec mes collègues nous sommes en réunion. Pouvons-nous modifier simultanément le même fichier Powerpoint stocké dans un canal? ;La co-édition est toujours possible sur Teams, elle est même recommandée ! ;
9208;QUESTION            ;158;fr;Je travaille sur des sujets importants et je souhaite être informé.e par email des activités manquées sur Teams. Comment faire? ;Pour ne rien rater des notifications importantes sur mes projets, je paramètre mes notifications et je suis informé.e de tout même en consultant mes emails!;
9209;QUESTION            ;296;fr;Est-ce que je peux mettre un appel en attente, si je reçois un autre appel au même moment? ;Lorsque j'attends un appel important et que je suis déjà en ligne avec un autre interlocuteur, j'informe ce dernier que je le mets en attente quelques instants et je le reprends dès que possible. ;
9210;QUESTION            ;176;fr;Je souhaite archiver une équipe qui est liée à un projet terminé. Quel est le bon parcours? ;Lorsqu'une des équipes n'est plus active, je l'archive pour m'en servir de référence et pour pouvoir la réactiver à l'avenir. Pour que les membres de cette équipe puisse continuer à accéder aux fichiers, je cocher la fonction Autoriser l'accès du site SharePoint en lecture seule pour les membres de l'équipe. ;
